wav_path,filename,gt_ko,gt_en,reciter_id,duration,text,pred_en,pred_ko,confidence,correct
Sample/01.원천데이터/A-A2-A-009-0127.wav,A-A2-A-009-0127.wav,분노,angry,9,4.280029296875,"나한테 지금 뭐라고 했어, 난 뚱보가 아냐, 그냥 통통한 거라고!",angry,분노,0.9875218868255615,True
Sample/01.원천데이터/A-A2-A-009-0128.wav,A-A2-A-009-0128.wav,분노,angry,9,6.9200439453125,"훗, 지금 날 비웃은 건가, 하지만 언제나 비장의 무기는 꼭꼭 숨겨두는 법이라고 했다.",angry,분노,0.9813968539237976,True
Sample/01.원천데이터/A-A2-A-009-0129.wav,A-A2-A-009-0129.wav,분노,angry,9,4.580078125,"이딴 겉치레는 무의미해, 바로 네 입에서 졌다는 말이 나오게 만들겠어.",angry,분노,0.9984403848648071,True
Sample/01.원천데이터/A-A2-A-009-0130.wav,A-A2-A-009-0130.wav,분노,angry,9,5.3399658203125,오호 알고 보니 뚜껑 열린 척한 것도 이 작전을 위한 연극이었던가.,angry,분노,0.9791406989097595,True
Sample/01.원천데이터/A-A2-A-009-0131.wav,A-A2-A-009-0131.wav,분노,angry,9,4.739990234375,"집에 가고 싶으면 혼자 가, 보다시피 난 추리하는 중이라 바쁘단 말이야.",angry,분노,0.9278125762939453,True
Sample/01.원천데이터/A-A2-A-009-0132.wav,A-A2-A-009-0132.wav,분노,angry,9,7.679931640625,"아, 왜 나한테 소리는 지르고 그러세요, 그리고 아빠가 무슨 추리를 한다고 그래요, 맨날 틀려서 망신만 당하면서.",angry,분노,0.7447750568389893,True
Sample/01.원천데이터/A-A2-A-009-0133.wav,A-A2-A-009-0133.wav,분노,angry,9,8.5599365234375,"역시 왕년의 연기자다워, 이혼을 앞두고 남편에게 돈을 왕창 뜯어 내려는 여자로는 보이지 않는군, 아주 훌륭해.",angry,분노,0.8563515543937683,True
Sample/01.원천데이터/A-A2-A-009-0134.wav,A-A2-A-009-0134.wav,분노,angry,9,4.760009765625,"어머, 따지고 보면 그게 다 당신의 바람기 때문에 생긴 일이잖아요?",angry,분노,0.9783341884613037,True
Sample/01.원천데이터/A-A2-A-009-0135.wav,A-A2-A-009-0135.wav,분노,angry,9,6.06005859375,"그런데 탐정은 불러서 어쩌려고 그래요, 설마 당신 탐정 시켜 내 뒷조사 했어요?",angry,분노,0.8545765280723572,True
Sample/01.원천데이터/A-A2-A-009-0136.wav,A-A2-A-009-0136.wav,분노,angry,9,6.199951171875,"말도 안 돼, 왜 안 오나 했더니 지금까지 자고 있었다고, 나와의 약속은 까맣게 잊고?",angry,분노,0.9235866665840149,True
Sample/01.원천데이터/A-A2-A-009-0137.wav,A-A2-A-009-0137.wav,분노,angry,9,3.5999755859375,"빨리 그 방 열쇠나 내놔요, 지금 사람이 죽어가고 있소.",angry,분노,0.9988199472427368,True
Sample/01.원천데이터/A-A2-A-009-0138.wav,A-A2-A-009-0138.wav,분노,angry,9,7.199951171875,"내가 분명 그 여자가 너희 집 거실에서 베란다로 쓰러지는 걸 봤어, 너 말고 또 누가 그렇게 할 수 있을까?",angry,분노,0.9838022589683533,True
Sample/01.원천데이터/A-A2-A-009-0139.wav,A-A2-A-009-0139.wav,분노,angry,9,7.0400390625,"이렇게 뻔한 상황에서 누굴 속이려 들어, 내가 문 앞에서 지켰는데 너 말고 아무도 드나든 사람은 없었어.",angry,분노,0.9952774047851562,True
Sample/01.원천데이터/A-A2-A-009-0140.wav,A-A2-A-009-0140.wav,분노,angry,9,9.719970703125,"좋긴 뭐가 좋아요, 기껏 남한테 얘기 시켜놓고 자고 있었잖아요!",angry,분노,0.9753541946411133,True
Sample/01.원천데이터/A-A2-A-009-0141.wav,A-A2-A-009-0141.wav,분노,angry,9,7.7799072265625,"이것이 뭣이여, 너 지금 이 할미한테 큰소릴 친 거여, 너 거기서 꼼짝 말고 있어, 당장 내려갈 테니.",angry,분노,0.9979360699653625,True
Sample/01.원천데이터/A-A2-A-009-0142.wav,A-A2-A-009-0142.wav,분노,angry,9,10.0799560546875,"뭐야, 일진 동작도 맞춘 거야, 저렇게 유치할 수가, 너무 유치해서 소름 끼쳐!",angry,분노,0.948359489440918,True
Sample/01.원천데이터/A-A2-A-009-0143.wav,A-A2-A-009-0143.wav,분노,angry,9,7.4600830078125,"울지 좀 마, 너라면 부모도 있고, 집도 있고, 돈도 있는 아이한테 가출해서 우리랑 같이 살자고 할 수 있겠냐?",angry,분노,0.9163878560066223,True
Sample/01.원천데이터/A-A2-A-009-0144.wav,A-A2-A-009-0144.wav,분노,angry,9,4.0400390625,지금 이 자리에서 내 성질이 얼마나 더러운지 보고 싶어 그러는 거지?,angry,분노,0.980297327041626,True
Sample/01.원천데이터/A-A2-A-009-0145.wav,A-A2-A-009-0145.wav,분노,angry,9,7.080078125,"기절하면 맞아도 안 아프다고 했는데 왜 기절이 안 되는 거야, 더 머리를 박아야 하나, 으아악!",angry,분노,0.6693397164344788,True
Sample/01.원천데이터/A-A2-A-009-0146.wav,A-A2-A-009-0146.wav,분노,angry,9,5.0999755859375,"집에서도 버림받은 저 같은 낙오자를 누가 찾으러 옵니까, 아무도 안 올 겁니다.",angry,분노,0.7826710939407349,True
Sample/01.원천데이터/A-A2-A-009-0147.wav,A-A2-A-009-0147.wav,분노,angry,9,10.6600341796875,"내가 그깟 경찰을 무서워할 걸로 보여, 나는 의리를 위해서 너희를 데리러 온 거야.",angry,분노,0.9682103395462036,True
Sample/01.원천데이터/A-A2-A-009-0148.wav,A-A2-A-009-0148.wav,분노,angry,9,12.699951171875,"난 우리 가족을 위해서라면 이 한 몸을 용광로에 던질 수도 있고, 가족이 잡혀 가면 지구 끝까지라도 쫓아가 찾아 올 거다.",angry,분노,0.9879757761955261,True
Sample/01.원천데이터/A-A2-A-009-0149.wav,A-A2-A-009-0149.wav,분노,angry,9,12.0599365234375,"이봐, 그 녀석이 또 집을 나갔어, 아무리 찾아봐도 어디에도 안 보여, 대체 어딜 간 거야?",angry,분노,0.9864514470100403,True
Sample/01.원천데이터/A-A2-A-009-0150.wav,A-A2-A-009-0150.wav,분노,angry,9,5.949951171875,"계속 혼령이 씌었던 이 가문은 너가 생각하는 만큼 즐거운 곳이 아니야, 저주받은 곳이지.",angry,분노,0.9807673692703247,True
Sample/01.원천데이터/D-A3-A-007-0101.wav,D-A3-A-007-0101.wav,분노,angry,7,2.44000244140625,모든 이들 앞에서 정의를 요구할 겁니다.,angry,분노,0.9185703992843628,True
Sample/01.원천데이터/D-A3-A-007-0102.wav,D-A3-A-007-0102.wav,분노,angry,7,2.32000732421875,"벤들라, 무슨 생각을 하는 거야!",happy,행복,0.73562091588974,False
Sample/01.원천데이터/D-A3-A-007-0103.wav,D-A3-A-007-0103.wav,분노,angry,7,1.36004638671875,"절대 안 돼, 야!",happy,행복,0.5021889805793762,False
Sample/01.원천데이터/D-A3-A-007-0104.wav,D-A3-A-007-0104.wav,분노,angry,7,2.9000244140625,"어, 니가 부탁하니 가르쳐 주지!",angry,분노,0.6939342617988586,True
Sample/01.원천데이터/D-A3-A-007-0105.wav,D-A3-A-007-0105.wav,분노,angry,7,2.9000244140625,내가 투쟁해서 얻지 못하는 건 원하지 않아!,angry,분노,0.4281668961048126,True
Sample/01.원천데이터/D-A3-A-007-0106.wav,D-A3-A-007-0106.wav,분노,angry,7,1.05999755859375,이런 못된 녀석!,angry,분노,0.660631000995636,True
Sample/01.원천데이터/D-A3-A-007-0107.wav,D-A3-A-007-0107.wav,분노,angry,7,2.82000732421875,내가 학생의 어릿광대라도 되리라 망상하는가?,happy,행복,0.6235235929489136,False
Sample/01.원천데이터/D-A3-A-007-0108.wav,D-A3-A-007-0108.wav,분노,angry,7,12.82000732421875,"학생은 이 자리에 모이신 선생님들의 존엄성에 대해 조금도 존경심을 갖고 있지 않고, 도덕적 세계 질서 안에서 부끄러움을 감추는 인간에게 뿌리박힌 감정에 대해서도 예의를 느끼지 못하는군!",happy,행복,0.4888981878757477,False
Sample/01.원천데이터/D-A3-A-007-0109.wav,D-A3-A-007-0109.wav,분노,angry,7,1.4200439453125,이 학생을 데려가시오!,angry,분노,0.9506294131278992,True
Sample/01.원천데이터/D-A3-A-007-0110.wav,D-A3-A-007-0110.wav,분노,angry,7,2.96002197265625,듣지도 보지도 못한 파렴치한 짓이에요!,angry,분노,0.9364374876022339,True
Sample/01.원천데이터/D-A3-A-007-0111.wav,D-A3-A-007-0111.wav,분노,angry,7,5.52001953125,그 고상하신 익살꾼은 창조물 중에서 가장 불쌍하고 가엾은 피조물이야!,happy,행복,0.5023617744445801,False
Sample/01.원천데이터/D-A3-A-007-0112.wav,D-A3-A-007-0112.wav,분노,angry,7,2.0999755859375,나는 속속들이 엄마 자식이라고!,happy,행복,0.5720900893211365,False
Sample/01.원천데이터/D-A3-A-007-0113.wav,D-A3-A-007-0113.wav,분노,angry,7,1.5799560546875,나는 아버지 책임이라고 봐!,angry,분노,0.9720104932785034,True
Sample/01.원천데이터/D-A3-A-007-0114.wav,D-A3-A-007-0114.wav,분노,angry,7,2.4599609375,인디언들이 형들 머리 껍질을 벗길걸.,angry,분노,0.5522409677505493,True
Sample/01.원천데이터/D-A3-A-007-0115.wav,D-A3-A-007-0115.wav,분노,angry,7,7.3800048828125,아버지가 엄마를 노예처럼 부려 먹어 죽게 했을 때 형들은 왜 아버지와 엄마 사이에 끼어들어 좀 말리지 않았어?,angry,분노,0.7932866215705872,True
Sample/01.원천데이터/D-A3-A-007-0116.wav,D-A3-A-007-0116.wav,분노,angry,7,2.55999755859375,"빌어먹을 늙은 수전노, 일어나!",angry,분노,0.8785961866378784,True
Sample/01.원천데이터/D-A3-A-007-0117.wav,D-A3-A-007-0117.wav,분노,angry,7,3.760009765625,"해 뜰 때 다 됐어, 아버지가 또 장가갔단 말이야!",happy,행복,0.7002717852592468,False
Sample/01.원천데이터/D-A3-A-007-0118.wav,D-A3-A-007-0118.wav,분노,angry,7,1.82000732421875,정말 지옥에서 온 악마 아냐?,happy,행복,0.9799443483352661,False
Sample/01.원천데이터/D-A3-A-007-0119.wav,D-A3-A-007-0119.wav,분노,angry,7,3.1199951171875,"우리를 골탕 먹이려고, 빌어먹을 늙은이!",angry,분노,0.8825409412384033,True
Sample/01.원천데이터/D-A3-A-007-0120.wav,D-A3-A-007-0120.wav,분노,angry,7,3.47998046875,"제 엄마처럼 물러 터지고 단순하지, 일이나 해!",happy,행복,0.540162205696106,False
Sample/01.원천데이터/D-A3-A-007-0121.wav,D-A3-A-007-0121.wav,분노,angry,7,2.77996826171875,다른 암퇘지와 함께 우리에 넣는 게 좋겠소.,happy,행복,0.46644270420074463,False
Sample/01.원천데이터/D-A3-A-007-0122.wav,D-A3-A-007-0122.wav,분노,angry,7,2.3800048828125,"뭐가 씐 게냐, 술 취했냐?",happy,행복,0.8965281844139099,False
Sample/01.원천데이터/D-A3-A-007-0123.wav,D-A3-A-007-0123.wav,분노,angry,7,1.89996337890625,이곳은 불태우든가 말든가!,happy,행복,0.5549575686454773,False
Sample/01.원천데이터/D-A3-A-007-0124.wav,D-A3-A-007-0124.wav,분노,angry,7,3.17999267578125,아버지 머리 껍질 벗기지 않은 것만도 다행으로 아슈.,angry,분노,0.5101635456085205,True
Sample/01.원천데이터/D-A3-A-007-0125.wav,D-A3-A-007-0125.wav,분노,angry,7,5.6199951171875,"황금에 대한 욕심, 캘리포니아의 죄로 물든 손쉬운 황금 때문에 너희가 미쳤구나!",angry,분노,0.7925567626953125,True
Sample/01.원천데이터/D-A3-A-007-0126.wav,D-A3-A-007-0126.wav,분노,angry,7,3.52001953125,"저주를 받아라, 둘 다 정신병원에 가둘 테다!",angry,분노,0.7918896079063416,True
Sample/01.원천데이터/D-A3-A-007-0127.wav,D-A3-A-007-0127.wav,분노,angry,7,2.5,잡히기만 하면 뼈를 부러뜨려 놓을 테다!,angry,분노,0.5489752888679504,True
Sample/01.원천데이터/D-A3-A-007-0128.wav,D-A3-A-007-0128.wav,분노,angry,7,1.91998291015625,"흥, 악마한테나 가!",happy,행복,0.8536158204078674,False
Sample/01.원천데이터/D-A3-A-007-0129.wav,D-A3-A-007-0129.wav,분노,angry,7,6.58001708984375,"그리고 아버지가 지불한 대가인 이 농장, 이건 우리 엄마 농장이야, 그리고 이젠 내 거라고!",angry,분노,0.7189666628837585,True
Sample/01.원천데이터/D-A3-A-007-0130.wav,D-A3-A-007-0130.wav,분노,angry,7,2.70001220703125,내가 무엇 때문에 저런 늙은이와 결혼했겠어?,angry,분노,0.8319560885429382,True
Sample/01.원천데이터/D-A3-A-007-0131.wav,D-A3-A-007-0131.wav,분노,angry,7,2.67999267578125,"남기다니, 아무에게도 주지 않아!",happy,행복,0.9545460343360901,False
Sample/01.원천데이터/D-A3-A-007-0132.wav,D-A3-A-007-0132.wav,분노,angry,7,3.67999267578125,"당신과 내 얼굴에 먹칠하는 일이지, 그것도 안식일에.",angry,분노,0.4972439408302307,True
Sample/01.원천데이터/D-A3-A-007-0133.wav,D-A3-A-007-0133.wav,분노,angry,7,1.5,그놈은 타고난 죄인이야!,angry,분노,0.8560876846313477,True
Sample/01.원천데이터/D-A3-A-007-0134.wav,D-A3-A-007-0134.wav,분노,angry,7,6.10003662109375,"하지만 요점은 이거야, 주님이 부르시면 어떤 아들이 내 농장을 계속 지키겠냐고!",angry,분노,0.7246586680412292,True
Sample/01.원천데이터/D-A3-A-007-0135.wav,D-A3-A-007-0135.wav,분노,angry,7,2.5,"그렇다면 너는 개야, 이븐 캐벗!",angry,분노,0.7776869535446167,True
Sample/01.원천데이터/D-A3-A-007-0136.wav,D-A3-A-007-0136.wav,분노,angry,7,3.199951171875,이건 내 방이고 너는 고용된 일꾼일 뿐이야!,angry,분노,0.7769143581390381,True
Sample/01.원천데이터/D-A3-A-007-0137.wav,D-A3-A-007-0137.wav,분노,angry,7,2.1600341796875,이 집 전체를 내 집으로 만들 거야!,angry,분노,0.9937475919723511,True
Sample/01.원천데이터/D-A3-A-007-0138.wav,D-A3-A-007-0138.wav,분노,angry,7,3.02001953125,"가망이 없는 놈, 타고난 바보 같은 놈!",angry,분노,0.8605253100395203,True
Sample/01.원천데이터/D-A3-A-007-0139.wav,D-A3-A-007-0139.wav,분노,angry,7,2.4000244140625,아버지와 당신에게 저주를 내리라고.,happy,행복,0.6279958486557007,False
Sample/01.원천데이터/D-A3-A-007-0140.wav,D-A3-A-007-0140.wav,분노,angry,7,3.580078125,그가 그렇게 자랑스러워하는 아들에 대해 진실을 말할 거야!,angry,분노,0.709994912147522,True
Sample/01.원천데이터/D-A3-A-007-0141.wav,D-A3-A-007-0141.wav,분노,angry,7,2.2401123046875,"거짓말, 아기를 사랑하잖아!",happy,행복,0.8201923370361328,False
Sample/01.원천데이터/D-A3-A-007-0142.wav,D-A3-A-007-0142.wav,분노,angry,7,4.1199951171875,그 애의 손가락 하나라도 다치게 하느니 차라리 내 목을 자르겠어.,angry,분노,0.6805292367935181,True
Sample/01.원천데이터/D-A3-A-007-0143.wav,D-A3-A-007-0143.wav,분노,angry,7,3.2999267578125,"이제 너의 계략을 알겠다, 똑같은 수작이야.",angry,분노,0.5656698942184448,True
Sample/01.원천데이터/D-A3-A-007-0144.wav,D-A3-A-007-0144.wav,분노,angry,7,3.6199951171875,당신이 저지른 살인죄를 나한테 뒤집어씌우려는 거지.,angry,분노,0.5570178031921387,True
Sample/01.원천데이터/D-A3-A-007-0145.wav,D-A3-A-007-0145.wav,분노,angry,7,3.320068359375,당신은 영혼을 지옥에 팔아 버린 게 틀림없어!,angry,분노,0.7343003749847412,True
Sample/01.원천데이터/D-A3-A-007-0146.wav,D-A3-A-007-0146.wav,분노,angry,7,2.9000244140625,"왜 그랬냐고 묻잖아, 말하지 않았다가는!",happy,행복,0.7600651979446411,False
Sample/01.원천데이터/D-A3-A-007-0147.wav,D-A3-A-007-0147.wav,분노,angry,7,2.320068359375,무슨 권리로 아기에 대해 심문하는 거예요?,happy,행복,0.9868766069412231,False
Sample/01.원천데이터/D-A3-A-007-0148.wav,D-A3-A-007-0148.wav,분노,angry,7,4.5999755859375,"당신 아들이 아니었어요, 당신에게서 아들을 낳을 거라고 생각했어요?",angry,분노,0.7686907052993774,True
Sample/01.원천데이터/D-A3-A-007-0149.wav,D-A3-A-007-0149.wav,분노,angry,7,5.340087890625,"니가 교수형 당하는 걸 보고 말겠어, 너를 하나님과 법의 심판에 넘기겠어.",angry,분노,0.7354878187179565,True
Sample/01.원천데이터/D-A3-A-007-0150.wav,D-A3-A-007-0150.wav,분노,angry,7,3.8099365234375,"저런, 고생을 덜어 줘서 그놈에게 감사해야겠구나.",happy,행복,0.7836948037147522,False
Sample/01.원천데이터/F-A3-C-001-0101.wav,F-A3-C-001-0101.wav,분노,angry,1,3.15997314453125,멸치는 온 힘을 다해 가자미의 뺨을 때렸습니다.,happy,행복,0.8908990621566772,False
Sample/01.원천데이터/F-A3-C-001-0102.wav,F-A3-C-001-0102.wav,분노,angry,1,4.52001953125,제물을 잡아먹으러 온 괴물은 제물이 없자 갑자기 사나워졌습니다.,happy,행복,0.8373422026634216,False
Sample/01.원천데이터/F-A3-C-001-0103.wav,F-A3-C-001-0103.wav,분노,angry,1,2.8399658203125,괴물은 몹시 괴로워하며 으르렁거렸습니다.,happy,행복,0.9356594681739807,False
Sample/01.원천데이터/F-A3-C-001-0104.wav,F-A3-C-001-0104.wav,분노,angry,1,5.6400146484375,괴물은 다른 쪽 눈으로 청년을 노려보며 입을 크게 벌리고 청년을 향해 다가왔습니다.,happy,행복,0.7030654549598694,False
Sample/01.원천데이터/F-A3-C-001-0105.wav,F-A3-C-001-0105.wav,분노,angry,1,3.17999267578125,청년은 큰 칼로 괴물의 머리를 내리쳤습니다.,happy,행복,0.4509562849998474,False
Sample/01.원천데이터/F-A3-C-001-0106.wav,F-A3-C-001-0106.wav,분노,angry,1,3.719970703125,셋 째 아들은 여우에게 목숨을 잃을까 봐 너무 무서웠습니다.,happy,행복,0.6285725831985474,False
Sample/01.원천데이터/F-A3-C-001-0107.wav,F-A3-C-001-0107.wav,분노,angry,1,2.6400146484375,여우가 불길에서 나오려고 버둥거렸습니다.,happy,행복,0.7505945563316345,False
Sample/01.원천데이터/F-A3-C-001-0108.wav,F-A3-C-001-0108.wav,분노,angry,1,4.02001953125,밖에서 시체가 자기 다리를 내놓으라며 문을 열려고 했습니다.,happy,행복,0.9266097545623779,False
Sample/01.원천데이터/F-A3-C-001-0109.wav,F-A3-C-001-0109.wav,분노,angry,1,2.48004150390625,주막 주인은 선비에게 화를 냈습니다.,happy,행복,0.8848560452461243,False
Sample/01.원천데이터/F-A3-C-001-0110.wav,F-A3-C-001-0110.wav,분노,angry,1,2.760009765625,주막 주인이 밧줄로 선비를 묶었습니다.,happy,행복,0.9320834875106812,False
Sample/01.원천데이터/F-A3-C-001-0111.wav,F-A3-C-001-0111.wav,분노,angry,1,2.82000732421875,훈장님은 화가 나서 버럭 소리를 질렀습니다.,happy,행복,0.9437536597251892,False
Sample/01.원천데이터/F-A3-C-001-0112.wav,F-A3-C-001-0112.wav,분노,angry,1,3.74005126953125,훈장님은 곶감이 모두 없어져서 더 화가 났습니다.,happy,행복,0.8000327348709106,False
Sample/01.원천데이터/F-A3-C-001-0113.wav,F-A3-C-001-0113.wav,분노,angry,1,2.39996337890625,부자 영감은 몹시 화가 났습니다.,happy,행복,0.8348320722579956,False
Sample/01.원천데이터/F-A3-C-001-0114.wav,F-A3-C-001-0114.wav,분노,angry,1,2.8800048828125,부자 영감이 총각에게 소리를 질렀습니다.,happy,행복,0.8367140293121338,False
Sample/01.원천데이터/F-A3-C-001-0115.wav,F-A3-C-001-0115.wav,분노,angry,1,3.739990234375,부자 영감이 빨리 옷을 입고 나오라고 소리를 쳤습니다.,happy,행복,0.5390253663063049,False
Sample/01.원천데이터/F-A3-C-001-0116.wav,F-A3-C-001-0116.wav,분노,angry,1,5.0,부자 영감은 말도 안 된다고 화를 냈지만 총각은 꼼짝도 하지 않았습니다.,happy,행복,0.9076838493347168,False
Sample/01.원천데이터/F-A3-C-001-0117.wav,F-A3-C-001-0117.wav,분노,angry,1,2.70001220703125,부자 영감이 버럭 소리를 질렀습니다.,happy,행복,0.9205306768417358,False
Sample/01.원천데이터/F-A3-C-001-0118.wav,F-A3-C-001-0118.wav,분노,angry,1,5.219970703125,총각이 부자 영감에게 밥을 먹여 달라고 하여 한참 동안 또 옥신각신했습니다.,happy,행복,0.7569154500961304,False
Sample/01.원천데이터/F-A3-C-001-0119.wav,F-A3-C-001-0119.wav,분노,angry,1,4.15997314453125,사람들은 수다쟁이가 또 거짓말을 한다고 욕을 했습니다.,happy,행복,0.761500358581543,False
Sample/01.원천데이터/F-A3-C-001-0120.wav,F-A3-C-001-0120.wav,분노,angry,1,2.739990234375,이제 그만 수다를 떨라고 화를 냈습니다.,neutral,무감정,0.6715787649154663,False
Sample/01.원천데이터/F-A3-C-001-0121.wav,F-A3-C-001-0121.wav,분노,angry,1,3.8800048828125,송아지가 부엌에 들어오면 며느리가 송아지를 때렸습니다.,happy,행복,0.709769606590271,False
